sample13,,sample14,,sample15,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
564.0080566,0.2143302411,564.0080566,0.2131588459,564.0080566,0.2114476264,
562.9957886,0.2141471505,562.9957886,0.2131910175,562.9957886,0.2115867287,
561.9833984,0.213895455,561.9833984,0.2128450871,561.9833984,0.211317271,
561.0081787,0.2138740271,561.0081787,0.2128735632,561.0081787,0.2111657113,
559.9953003,0.2137323618,559.9953003,0.2126456797,559.9953003,0.2111535817,
558.9820557,0.2136036009,558.9820557,0.2127316892,558.9820557,0.2112578154,
558.0062256,0.2136167288,558.0062256,0.212863937,558.0062256,0.2113821656,
556.9924927,0.213884145,556.9924927,0.2130760103,556.9924927,0.2116701752,
556.0161743,0.2138226032,556.0161743,0.2133620828,556.0161743,0.2115494013,
555.0020752,0.2140125483,555.0020752,0.2133804113,555.0020752,0.2116534859,
553.9876709,0.2142087817,553.9876709,0.213457793,553.9876709,0.2121546268,
553.0106201,0.2145899534,553.0106201,0.2138124853,553.0106201,0.2124009728,
551.9957886,0.2147588581,551.9957886,0.2140100598,551.9957886,0.2125631124,
551.0183105,0.2149750739,551.0183105,0.2143965662,551.0183105,0.2128648162,
550.0029907,0.2152396441,550.0029907,0.2146725804,550.0029907,0.2132838219,
548.9873657,0.2156455815,548.9873657,0.2149050981,548.9873657,0.2137632221,
548.0091553,0.2159744799,548.0091553,0.2154135555,548.0091553,0.2140388638,
546.993103,0.2168047428,546.993103,0.2158567607,546.993103,0.2145871967,
546.0145264,0.2173024863,546.0145264,0.2163490206,546.0145264,0.2151127309,
544.9979858,0.2177226692,544.9979858,0.2170086801,544.9979858,0.2154884934,
543.9812012,0.2183840722,543.9812012,0.2174906731,543.9812012,0.2159743905,
543.0018921,0.2189265192,543.0018921,0.218163535,543.0018921,0.2165341228,
541.9846191,0.2196357399,541.9846191,0.2186731994,541.9846191,0.2170553952,
541.0048218,0.2206825465,541.0048218,0.2195526809,541.0048218,0.2180318832,
539.9872437,0.2214376926,539.9872437,0.220374018,539.9872437,0.2187388241,
539.006958,0.2222287357,539.006958,0.2213050723,539.006958,0.2194423229,
537.9888306,0.2228980362,537.9888306,0.221941635,537.9888306,0.2201726139,
